"User ID","Time (UTC)","Survey Completion","Publisher Category","Gender","Age","Geography","Weight","Question #1 Answer","Response Time #1 (ms)"
"1363791080","2020-06-30 17:00:00","Complete","News","Female","18-24","US-SOUTH-TX-Dallas",2.0384287,"Not working for pay before start of COVID19",9535
"1363847470","2020-06-25 19:00:00","Complete","News","Male","45-54","US-NORTHEAST-NJ",1.1550433,"Not working for pay before start of COVID19",10422
"1363877529","2020-06-26 10:00:00","Complete","News","Unknown","Unknown","US-SOUTH-NC-Chapel Hill",0,"I continue to commute to work",8108
"136393914","2020-06-25 03:00:00","Complete","Reference","Male","55-64","US-SOUTH-TX",0.8115425,"Not working for pay before start of COVID19",36636
"1363962483","2020-06-26 02:00:00","Complete","News","Male","35-44","US-MIDWEST-WI-Madison",0.6347755,"Not working for pay before start of COVID19",7535
"1363987952","2020-07-04 05:00:00","Complete","News","Male","25-34","US-WEST-CA-Napa",1.1440962,"Used to work from home, but now I commute",1702
"1364114371","2020-06-24 14:00:00","Complete","News","Male","35-44","US-MIDWEST-MO",0.6347755,"I have recently been furloughed or laid-off",17244
"1364199697","2020-06-29 13:00:00","Complete","News","Male","35-44","US-MIDWEST-OH",0.6347755,"Used to work from home and still do",534387
"1364306948","2020-07-02 06:00:00","Complete","News","Male","45-54","US-WEST-WA-Bellevue",0.9769158,"I continue to commute to work",13889
"1364483818","2020-07-02 21:00:00","Complete","News","Female","25-34","US-SOUTH-NC-Concord",1.1548946,"I continue to commute to work",20143
"1364512023","2020-06-24 07:00:00","Complete","News","Female","45-54","US-WEST-CA-Napa",1.110445,"Used to work from home, but now I commute",27102
"1364514111","2020-06-28 16:00:00","Complete","News","Female","25-34","US-MIDWEST-MN-Minneapolis",0.788347,"I continue to commute to work",7506
"1364521697","2020-06-30 02:00:00","Complete","News","Male","65+","US-NORTHEAST-NJ-Toms River",1.1828933,"Not working for pay before start of COVID19",8993
"1364716349","2020-06-24 15:00:00","Complete","News","Female","55-64","US-WEST-AZ-Flagstaff",1.0387506,"Used to commute, now work from home",33787
"1364966121","2020-06-29 11:00:00","Complete","News","Male","55-64","US-WEST-NM",0.9138426,"I continue to commute to work",29748
"1365044543","2020-07-01 14:00:00","Complete","News","Male","65+","US-SOUTH-NC-Raleigh",0.8884732,"I continue to commute to work",13583
"136505018","2020-06-24 20:00:00","Complete","News","Female","35-44","US-SOUTH-NC-China Grove",1.0570243,"Not working for pay before start of COVID19",2195
"1365175179","2020-06-26 11:00:00","Complete","News","Male","45-54","US-MIDWEST-IL-Bloomington",0.5922051,"Used to commute, now work from home",34654
"1365206607","2020-07-02 13:00:00","Complete","News","Female","18-24","US-SOUTH-TX",2.0384287,"I continue to commute to work",88763
"1365262119","2020-06-28 16:00:00","Complete","News","Male","45-54","US-MIDWEST-WI",0.5922051,"Used to work from home and still do",16681
"1365328403","2020-06-28 21:00:00","Complete","Other","Male","25-34","US-SOUTH-LA",1.0160204,"I continue to commute to work",22274
"1365374938","2020-06-29 21:00:00","Complete","News","Male","25-34","US-SOUTH-FL-Miami",1.0160204,"I continue to commute to work",24957
"1365485941","2020-07-04 13:00:00","Complete","News","Female","65+","US-WEST-CA",1.1372197,"Not working for pay before start of COVID19",14286
"1365490750","2020-06-26 13:00:00","Complete","News","Male","25-34","US-SOUTH-VA-Arlington",1.0160204,"Used to commute, now work from home",16949
"1365502874","2020-06-24 17:00:00","Complete","News","Female","55-64","US-NORTHEAST-NY",1.2281529,"Used to work from home and still do",26776
"1365589137","2020-06-27 01:00:00","Complete","News","Female","45-54","US-NORTHEAST-PA",1.3129198,"Not working for pay before start of COVID19",9297
"1365742829","2020-06-24 13:00:00","Complete","News","Female","45-54","US-WEST-CA-Mountain View",1.110445,"I continue to commute to work",24701
"1365743537","2020-06-25 00:00:00","Complete","News","Female","35-44","US-SOUTH-SC-Brookdale",1.0570243,"I continue to commute to work",10029
"1365823463","2020-06-26 15:00:00","Complete","News","Male","45-54","US-MIDWEST-IL-Chicago",0.5922051,"Used to work from home and still do",8445
"1365921049","2020-07-01 15:00:00","Complete","News","Male","35-44","US-WEST-CA",1.0471411,"I continue to commute to work",11021
"1365982282","2020-06-24 14:00:00","Complete","News","Female","65+","US-WEST-CO-Aurora",1.1372197,"Not working for pay before start of COVID19",26980
"1366003181","2020-06-29 13:00:00","Complete","News","Male","65+","US-WEST-ID",1.0004709,"Not working for pay before start of COVID19",13846
"1366185688","2020-06-24 14:00:00","Complete","News","Female","55-64","US-MIDWEST-IN",0.6296892,"I continue to commute to work",15046
"1366206413","2020-06-28 03:00:00","Complete","News","Female","25-34","US-MIDWEST-MI",0.788347,"I have recently been furloughed or laid-off",10572
"1366305075","2020-06-26 15:00:00","Complete","News","Female","35-44","US-MIDWEST-MO",0.7215394,"I continue to commute to work",20168
"136635011","2020-06-28 14:00:00","Complete","News","Female","55-64","US-WEST-UT-Salt Lake City",1.0387506,"I continue to commute to work",16215
"1366455048","2020-06-24 02:00:00","Complete","News","Female","18-24","US-WEST-CO",2.2953855,"I continue to commute to work",18977
"136646877","2020-06-25 01:00:00","Complete","News","Male","65+","US-MIDWEST-WI-Milwaukee",0.6064841,"Not working for pay before start of COVID19",18061
"1366485420","2020-06-28 08:00:00","Complete","News","Unknown","Unknown","US-WEST-WA",0,"I continue to commute to work",8065
"1366511027","2020-06-24 23:00:00","Complete","News","Male","35-44","US-SOUTH-VA",0.9299189,"Not working for pay before start of COVID19",3890
"1366701852","2020-06-25 18:00:00","Complete","Arts & Entertainment","Female","35-44","US-MIDWEST-MO",0.7215394,"Not working for pay before start of COVID19",10103
"1366719081","2020-06-30 19:00:00","Complete","News","Male","65+","US-NORTHEAST-NJ",1.1828933,"Used to commute, now work from home",10321
"1366740343","2020-06-25 14:00:00","Complete","News","Female","35-44","US-WEST-CO-Denver",1.1902689,"Used to work from home and still do",16261
"1366890858","2020-07-03 16:00:00","Complete","News","Female","18-24","US-SOUTH-AR",2.0384287,"Not working for pay before start of COVID19",14633
"1366940064","2020-06-25 13:00:00","Complete","News","Male","45-54","US-MIDWEST-MO-Springfield",0.5922051,"I continue to commute to work",25365
"1366976979","2020-06-24 12:00:00","Complete","News","Male","45-54","US-WEST-NM-Albuquerque",0.9769158,"Not working for pay before start of COVID19",3018
"1367039404","2020-06-30 12:00:00","Complete","News","Female","45-54","US-SOUTH-GA-Atlanta",0.9861363,"I continue to commute to work",9136
"1367040265","2020-06-24 15:00:00","Complete","News","Male","45-54","US-MIDWEST-IL",0.5922051,"Not working for pay before start of COVID19",13966
"1367041606","2020-06-27 14:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX",0,"Not working for pay before start of COVID19",20125
"1367126650","2020-07-05 21:00:00","Complete","Arts & Entertainment","Female","65+","US-SOUTH-SC",1.0099137,"Not working for pay before start of COVID19",13273
"1367252541","2020-07-03 03:00:00","Complete","News","Male","45-54","US-WEST-WA",0.9769158,"I continue to commute to work",6727
"1367344330","2020-06-29 12:00:00","Complete","News","Male","45-54","US-WEST-CA-Santa Cruz",0.9769158,"Used to work from home, but now I commute",12776
"1367552831","2020-06-27 08:00:00","Complete","News","Male","18-24","US-WEST-CA-Fullerton",2.0193692,"Not working for pay before start of COVID19",23608
"1367608662","2020-06-28 11:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-NY-Poughkeepsie",0,"Not working for pay before start of COVID19",18600
"1367648418","2020-06-25 14:00:00","Complete","News","Male","35-44","US-MIDWEST-MN",0.6347755,"Used to work from home and still do",2806
"1367863374","2020-06-24 01:00:00","Complete","News","Male","25-34","US-MIDWEST-WI-Milwaukee",0.6935496,"Not working for pay before start of COVID19",8114
"1367907407","2020-07-01 01:00:00","Complete","News","Male","55-64","US-NORTHEAST-CT",1.0804695,"I have recently been furloughed or laid-off",122725
"1368202314","2020-06-29 23:00:00","Complete","News","Male","18-24","US-SOUTH-VA-Roanoke",1.793311,"I continue to commute to work",8256
"1368211537","2020-07-02 01:00:00","Complete","News","Female","25-34","US-SOUTH-FL",1.1548946,"Not working for pay before start of COVID19",2593
"1368303169","2020-06-30 14:00:00","Complete","News","Female","25-34","US-SOUTH-NC",1.1548946,"Used to work from home and still do",147449
"1368364878","2020-07-02 15:00:00","Complete","News","Male","45-54","US-SOUTH-FL",0.867555,"Used to work from home and still do",9006
"1368378942","2020-06-29 15:00:00","Complete","News","Male","25-34","US-MIDWEST-MN-Minneapolis",0.6935496,"I continue to commute to work",5174
"1368461149","2020-07-05 21:00:00","Complete","News","Male","35-44","US-MIDWEST-MO",0.6347755,"Used to work from home, but now I commute",98464
"1368589131","2020-07-04 21:00:00","Complete","News","Male","25-34","US-SOUTH-GA",1.0160204,"Not working for pay before start of COVID19",5459
"1368666847","2020-07-05 13:00:00","Complete","Arts & Entertainment","Female","55-64","US-MIDWEST-MI",0.6296892,"I continue to commute to work",22413
"1369052547","2020-06-24 12:00:00","Complete","News","Male","45-54","US-WEST-MT-Missoula",0.9769158,"Used to work from home and still do",7227
"1369172219","2020-07-05 03:00:00","Complete","News","Female","65+","US-SOUTH-MD",1.0099137,"I continue to commute to work",24660
"1369261905","2020-06-24 18:00:00","Complete","News","Male","18-24","US-WEST-AZ-Phoenix",2.0193692,"Not working for pay before start of COVID19",3812
"1369322778","2020-06-24 12:00:00","Complete","News","Male","65+","US-NORTHEAST-NY-Irondequoit",1.1828933,"Used to work from home and still do",16051
"136933060","2020-07-03 00:00:00","Complete","News","Male","45-54","US-WEST-ID",0.9769158,"I continue to commute to work",9603
"1369428149","2020-07-04 03:00:00","Complete","News","Male","25-34","US-NORTHEAST-PA",1.3527068,"I continue to commute to work",4291
"1369458998","2020-06-24 01:00:00","Complete","News","Male","35-44","US-SOUTH-NC",0.9299189,"Used to work from home, but now I commute",12449
"1369474839","2020-07-05 15:00:00","Complete","News","Male","55-64","US-NORTHEAST-PA",1.0804695,"Not working for pay before start of COVID19",7273
"1369476938","2020-07-03 23:00:00","Complete","News","Male","55-64","US-WEST-CA-Sacramento",0.9138426,"Used to commute, now work from home",11849
"1369482875","2020-06-25 12:00:00","Complete","News","Female","45-54","US-MIDWEST-MN-Minneapolis",0.6731503,"Used to work from home and still do",8846
"1369728288","2020-06-27 21:00:00","Complete","News","Male","18-24","US-MIDWEST-KS-KCMO",1.2241389,"Not working for pay before start of COVID19",1829
"1369893590","2020-06-25 14:00:00","Complete","News","Male","35-44","US-SOUTH-VA-Lynchburg",0.9299189,"Used to work from home, but now I commute",21540
"1369902518","2020-07-04 19:00:00","Complete","News","Male","25-34","US-SOUTH-TX-Dallas",1.0160204,"Not working for pay before start of COVID19",11100
"1370113408","2020-06-26 13:00:00","Complete","News","Female","55-64","US-SOUTH-TX-Houston",0.9224678,"Used to commute, now work from home",20485
"1370299925","2020-06-24 01:00:00","Complete","News","Male","65+","US-WEST-CO",1.0004709,"Used to commute, now work from home",16055
"1370362165","2020-06-24 22:00:00","Complete","News","Male","18-24","US-WEST-WY-Cheyenne",2.0193692,"Used to commute, now work from home",326625
"1370443479","2020-06-24 13:00:00","Complete","News","Female","35-44","US-MIDWEST-MN",0.7215394,"Used to work from home and still do",5858
"1370546837","2020-06-24 20:00:00","Complete","News","Male","35-44","US-SOUTH-GA",0.9299189,"Used to commute, now work from home",5124
"1370651275","2020-06-30 01:00:00","Complete","News","Male","65+","US-NORTHEAST-NY-New York",1.1828933,"Not working for pay before start of COVID19",6523
"1370689237","2020-06-24 20:00:00","Complete","News","Unknown","Unknown","US-WEST-CA-Los Angeles",0,"Used to work from home and still do",7318
"1370827090","2020-06-30 20:00:00","Complete","News","Female","55-64","US-WEST-OR-Portland",1.0387506,"I continue to commute to work",17220
"1370869353","2020-06-24 15:00:00","Complete","News","Female","45-54","US-SOUTH-VA-Chantilly",0.9861363,"Used to commute, now work from home",26318
"1370873133","2020-06-24 06:00:00","Complete","News","Unknown","Unknown","US-SOUTH-GA-LaGrange",0,"Used to work from home and still do",2952
"1370894886","2020-06-28 13:00:00","Complete","News","Male","35-44","US-MIDWEST-MN-Minneapolis",0.6347755,"I have recently been furloughed or laid-off",10765
"1370922293","2020-06-29 15:00:00","Complete","News","Female","55-64","US-WEST-OR-Corvallis",1.0387506,"Used to commute, now work from home",16472
"1370971375","2020-07-03 10:00:00","Complete","News","Female","55-64","US-SOUTH-TX-Houston",0.9224678,"Used to work from home and still do",27601
"1370982104","2020-06-28 20:00:00","Complete","News","Male","55-64","US-MIDWEST-WI",0.5539701,"Not working for pay before start of COVID19",12003
"1371019885","2020-07-01 17:00:00","Complete","News","Female","45-54","US-MIDWEST-IN-Indianapolis",0.6731503,"I continue to commute to work",11618
"1371054311","2020-06-26 15:00:00","Complete","News","Male","55-64","US-MIDWEST-IA-Sioux City",0.5539701,"Not working for pay before start of COVID19",50983
"1371155233","2020-07-02 21:00:00","Complete","News","Female","35-44","US-SOUTH-SC-Florence",1.0570243,"I continue to commute to work",25856
"1371426301","2020-06-25 17:00:00","Complete","News","Male","25-34","US-MIDWEST-IL-Crystal Lake",0.6935496,"Used to commute, now work from home",4697
"1371497185","2020-06-24 01:00:00","Complete","News","Female","55-64","US-SOUTH-SC-Florence",0.9224678,"Not working for pay before start of COVID19",6262
"1371621997","2020-07-04 17:00:00","Complete","News","Female","65+","US-WEST-CA-Yountville",1.1372197,"Not working for pay before start of COVID19",11899
"1371657178","2020-07-05 02:00:00","Complete","News","Female","55-64","US-SOUTH-AR-Little Rock",0.9224678,"I continue to commute to work",39624
"1371695032","2020-06-26 22:00:00","Complete","News","Male","45-54","US-MIDWEST-OH",0.5922051,"Not working for pay before start of COVID19",19367
"1371718827","2020-07-02 05:00:00","Complete","News","Male","25-34","US-MIDWEST-IL-Oak Lawn",0.6935496,"I continue to commute to work",12867
"1371764177","2020-06-28 17:00:00","Complete","News","Male","65+","US-SOUTH-TX-Georgetown",0.8884732,"Not working for pay before start of COVID19",18153
"1371773835","2020-07-03 18:00:00","Complete","News","Female","35-44","US-NORTHEAST-NY",1.4072985,"I continue to commute to work",11401
"1371803580","2020-06-29 19:00:00","Complete","News","Female","65+","US-WEST-WA",1.1372197,"Used to commute, now work from home",32224
"1371836334","2020-06-29 20:00:00","Complete","News","Male","55-64","US-SOUTH-VA-Roanoke",0.8115425,"I have recently been furloughed or laid-off",68159
"1371863664","2020-07-05 21:00:00","Complete","News","Female","45-54","US-NORTHEAST-NY-Buffalo",1.3129198,"I continue to commute to work",10702
"1371983375","2020-06-25 03:00:00","Complete","News","Male","65+","US-MIDWEST-MN-Minneapolis",0.6064841,"I continue to commute to work",7539
"1371984344","2020-07-05 00:00:00","Complete","News","Female","35-44","US-SOUTH-KY",1.0570243,"I continue to commute to work",7754
"1372032928","2020-06-29 13:00:00","Complete","News","Female","45-54","US-MIDWEST-MO-St. Louis",0.6731503,"I continue to commute to work",6517
"1372201449","2020-06-25 01:00:00","Complete","Other","Male","25-34","US-SOUTH-GA",1.0160204,"Not working for pay before start of COVID19",9555
"1372263420","2020-06-24 08:00:00","Complete","News","Unknown","Unknown","US-WEST-OR-Albany",0,"Used to commute, now work from home",11266
"1372297689","2020-06-25 15:00:00","Complete","News","Female","45-54","US-SOUTH-SC",0.9861363,"Not working for pay before start of COVID19",17122
"1372305261","2020-07-04 05:00:00","Complete","News","Female","35-44","US-MIDWEST-MO-St. Louis",0.7215394,"I continue to commute to work",31709
"1372309791","2020-06-24 20:00:00","Complete","News","Unknown","Unknown","US-WEST-CA-San Francisco",0,"Used to commute, now work from home",24443
"1372365855","2020-06-26 01:00:00","Complete","News","Female","65+","US-SOUTH-MS",1.0099137,"Not working for pay before start of COVID19",20619
"1372366506","2020-06-24 07:00:00","Complete","News","Male","35-44","US-WEST-CA",1.0471411,"Not working for pay before start of COVID19",20328
"1372503481","2020-07-01 14:00:00","Complete","News","Male","65+","US-WEST-UT-Salt Lake City",1.0004709,"Used to commute, now work from home",20524
"1372546619","2020-06-25 13:00:00","Complete","News","Male","55-64","US-NORTHEAST-NY",1.0804695,"Used to commute, now work from home",20911
"1372688482","2020-06-25 14:00:00","Complete","News","Female","65+","US-WEST-CO-Fort Collins",1.1372197,"Used to work from home and still do",29522
"1372695421","2020-06-25 15:00:00","Complete","News","Female","65+","US-MIDWEST-IL-Peoria",0.689381,"Used to commute, now work from home",36847
"1372773473","2020-06-28 10:00:00","Complete","News","Female","45-54","US-SOUTH-NC",0.9861363,"I continue to commute to work",26666
"1372778928","2020-07-04 18:00:00","Complete","News","Male","25-34","US-WEST-UT",1.1440962,"Not working for pay before start of COVID19",2667
"137287326","2020-06-30 19:00:00","Complete","News","Male","55-64","US-WEST-CA-Los Angeles",0.9138426,"I continue to commute to work",22314
"137292431","2020-07-01 19:00:00","Complete","News","Male","35-44","US-SOUTH-OK-Oklahoma City",0.9299189,"I continue to commute to work",22013
"1373076975","2020-06-27 16:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX-Houston",0,"Not working for pay before start of COVID19",9713
"1373135956","2020-06-28 00:00:00","Complete","News","Female","45-54","US-MIDWEST-MN-Minneapolis",0.6731503,"Used to work from home and still do",10749
"1373159783","2020-07-03 18:00:00","Complete","News","Male","55-64","US-SOUTH-TX-Dallas",0.8115425,"I continue to commute to work",16862
"1373192999","2020-07-01 18:00:00","Complete","News","Male","25-34","US-SOUTH-MS-Columbus",1.0160204,"Used to commute, now work from home",16245
"1373331732","2020-06-28 19:00:00","Complete","News","Male","65+","US-SOUTH-OK-Oklahoma City",0.8884732,"I continue to commute to work",8703
"1373363867","2020-07-02 00:00:00","Complete","News","Male","65+","US-SOUTH-TX",0.8884732,"Used to work from home and still do",46493
"1373384532","2020-06-25 17:00:00","Complete","News","Female","65+","US-NORTHEAST-PA",1.3445765,"I continue to commute to work",52820
"1373400683","2020-07-03 09:00:00","Complete","News","Male","35-44","US-SOUTH-GA-Atlanta",0.9299189,"I continue to commute to work",24746
"1373458946","2020-06-30 20:00:00","Complete","News","Male","45-54","US-WEST-CA-Sacramento",0.9769158,"I have recently been furloughed or laid-off",24439
"1373528798","2020-06-28 00:00:00","Complete","News","Male","65+","US-MIDWEST-OH",0.6064841,"Not working for pay before start of COVID19",22677
"1373571376","2020-06-27 19:00:00","Complete","News","Male","35-44","US-SOUTH-OK-Broken Arrow",0.9299189,"I have recently been furloughed or laid-off",38621
"1373629134","2020-06-26 11:00:00","Complete","News","Female","55-64","US-MIDWEST-MI-Ann Arbor",0.6296892,"Used to commute, now work from home",1058856
"1373652963","2020-06-26 03:00:00","Complete","News","Female","18-24","US-WEST-MT",2.2953855,"Used to work from home and still do",10184
"137372271","2020-06-30 00:00:00","Complete","News","Female","55-64","US-MIDWEST-IL-Elk Grove Village",0.6296892,"Not working for pay before start of COVID19",15486
"137374203","2020-06-24 13:00:00","Complete","News","Female","35-44","US-SOUTH-NC-Raleigh",1.0570243,"Used to work from home and still do",6857
"1373805650","2020-06-27 03:00:00","Complete","News","Female","45-54","US-MIDWEST-IA-Cedar Falls",0.6731503,"I continue to commute to work",15009
"1373844633","2020-06-24 14:00:00","Complete","News","Female","18-24","US-NORTHEAST-NY",2.7139183,"I have recently been furloughed or laid-off",8218
"137388184","2020-07-04 21:00:00","Complete","News","Female","25-34","US-SOUTH-TX-Houston",1.1548946,"Used to commute, now work from home",26638
"1373950982","2020-07-04 03:00:00","Complete","News","Male","18-24","US-WEST-CA-San Jose",2.0193692,"Not working for pay before start of COVID19",6214
"1374021306","2020-06-27 03:00:00","Complete","News","Female","18-24","US-WEST-CA",2.2953855,"Used to work from home, but now I commute",36609
"1374237091","2020-06-26 23:00:00","Complete","News","Male","55-64","US-SOUTH-VA",0.8115425,"I continue to commute to work",17240
"1374250487","2020-07-05 17:00:00","Complete","News","Female","45-54","US-WEST-CA",1.110445,"Not working for pay before start of COVID19",25041
"1374447347","2020-06-29 02:00:00","Complete","News","Male","55-64","US-SOUTH-FL",0.8115425,"Not working for pay before start of COVID19",23256
"1374550217","2020-06-30 14:00:00","Complete","News","Female","55-64","US-WEST-CA-Los Angeles",1.0387506,"Used to commute, now work from home",12655
"1374582294","2020-06-29 22:00:00","Complete","News","Female","45-54","US-WEST-CO-Denver",1.110445,"I continue to commute to work",20181
"1375098869","2020-06-30 03:00:00","Complete","News","Male","25-34","US-SOUTH-TX",1.0160204,"Used to work from home and still do",25534
"1375124764","2020-06-30 13:00:00","Complete","News","Female","25-34","US-SOUTH-DC-Washington",1.1548946,"Not working for pay before start of COVID19",6194
"1375126942","2020-06-28 15:00:00","Complete","News","Unknown","Unknown","US-WEST-CA-San Francisco",0,"Not working for pay before start of COVID19",26669
"1375170778","2020-06-24 17:00:00","Complete","News","Male","25-34","US-WEST-OR-Salem",1.1440962,"Used to work from home and still do",10667
"1375228954","2020-06-26 02:00:00","Complete","News","Male","35-44","US-MIDWEST-MO-St. Louis",0.6347755,"Used to commute, now work from home",5677
"137548978","2020-06-26 18:00:00","Complete","News","Female","25-34","US-NORTHEAST-MA-Worcester",1.5376007,"Used to commute, now work from home",16893
"1375568139","2020-06-29 17:00:00","Complete","News","Male","18-24","US-MIDWEST-IL-Chicago",1.2241389,"I continue to commute to work",12877
"1375709477","2020-06-26 06:00:00","Complete","News","Unknown","Unknown","US-WEST-WA-Seattle",0,"I continue to commute to work",21387
"1375711824","2020-07-02 02:00:00","Complete","News","Male","35-44","US-NORTHEAST-PA",1.2380732,"I continue to commute to work",16546
"1375712639","2020-06-27 00:00:00","Complete","News","Male","35-44","US-SOUTH-VA",0.9299189,"I continue to commute to work",17827
"13760198","2020-06-25 21:00:00","Complete","News","Male","65+","US-SOUTH-VA-Bristol",0.8884732,"Used to commute, now work from home",11480
"1376083755","2020-06-24 01:00:00","Complete","News","Male","25-34","US-SOUTH-FL-Tallahassee",1.0160204,"I continue to commute to work",21510
"1376097015","2020-06-24 11:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-IN-Indianapolis",0,"Not working for pay before start of COVID19",2139
"137623939","2020-06-26 05:00:00","Complete","News","Female","25-34","US-WEST-MT-Billings",1.3004763,"Used to commute, now work from home",12669
"1376402684","2020-06-30 00:00:00","Complete","News","Male","45-54","US-WEST-AZ-Phoenix",0.9769158,"Not working for pay before start of COVID19",10828
"1376412809","2020-06-29 22:00:00","Complete","News","Male","45-54","US-NORTHEAST-NY",1.1550433,"Used to commute, now work from home",18146
"1376413018","2020-07-02 15:00:00","Complete","News","Male","25-34","US-SOUTH-DE-Pike Creek",1.0160204,"Used to commute, now work from home",5918
"1376613449","2020-06-30 06:00:00","Complete","News","Female","65+","US-WEST-UT-West Valley City",1.1372197,"Used to commute, now work from home",12503
"1376631560","2020-06-29 14:00:00","Complete","News","Male","25-34","US-SOUTH-VA-Virginia Beach",1.0160204,"Used to work from home and still do",4221
"1376722530","2020-06-25 06:00:00","Complete","News","Unknown","Unknown","US-WEST-AZ-Mesa",0,"Not working for pay before start of COVID19",31596
"1376977802","2020-06-24 17:00:00","Complete","News","Male","45-54","US-WEST-NV-Sparks",0.9769158,"Used to commute, now work from home",19948
"1377001586","2020-06-30 22:00:00","Complete","News","Male","45-54","US-NORTHEAST-NY",1.1550433,"Not working for pay before start of COVID19",5477
"1377111289","2020-06-30 14:00:00","Complete","News","Male","55-64","US-WEST-CA-Sacramento",0.9138426,"I continue to commute to work",22836
"1377130987","2020-06-24 18:00:00","Complete","News","Male","35-44","US-SOUTH-NC-Winston-Salem",0.9299189,"Used to commute, now work from home",16675
"1377164790","2020-06-24 09:00:00","Complete","Reference","Unknown","Unknown","US-SOUTH-TX-Houston",0,"I continue to commute to work",82500
"137732264","2020-06-25 16:00:00","Complete","News","Male","65+","US-SOUTH-FL-Venice",0.8884732,"Not working for pay before start of COVID19",43402
"137741237","2020-06-27 04:00:00","Complete","News","Female","18-24","US-WEST-AZ-Phoenix",2.2953855,"Not working for pay before start of COVID19",1725
"1377439388","2020-07-03 20:00:00","Complete","News","Male","25-34","US-WEST-CA",1.1440962,"I continue to commute to work",19077
"1377508557","2020-06-24 18:00:00","Complete","News","Female","35-44","US-MIDWEST-MO-Columbia",0.7215394,"I continue to commute to work",11982
"1377587386","2020-06-30 18:00:00","Complete","Reference","Female","35-44","US-NORTHEAST-NH",1.4072985,"I continue to commute to work",12024
"1377663454","2020-06-24 01:00:00","Complete","News","Male","65+","US-WEST-OR",1.0004709,"Used to commute, now work from home",23016
"1377674484","2020-07-04 08:00:00","Complete","News","Female","45-54","US-MIDWEST-MN",0.6731503,"Not working for pay before start of COVID19",12498
"1378107973","2020-06-29 23:00:00","Complete","News","Male","45-54","US-SOUTH-FL",0.867555,"I continue to commute to work",54837
"1378149193","2020-06-26 15:00:00","Complete","News","Male","65+","US-SOUTH-TX-Bryan",0.8884732,"Used to commute, now work from home",29844
"1378167046","2020-07-02 18:00:00","Complete","News","Female","18-24","US-MIDWEST-OH",1.3914596,"Used to commute, now work from home",34716
"1378215999","2020-06-24 05:00:00","Complete","News","Female","55-64","US-MIDWEST-IL",0.6296892,"Not working for pay before start of COVID19",30034
"137840205","2020-07-04 11:00:00","Complete","News","Male","55-64","US-SOUTH-FL-Melbourne",0.8115425,"Used to commute, now work from home",19331
"1378450058","2020-06-25 00:00:00","Complete","News","Male","55-64","US-WEST-UT-Salt Lake City",0.9138426,"Not working for pay before start of COVID19",3125
"1378551194","2020-06-24 20:00:00","Complete","News","Male","65+","US-MIDWEST-MN-Minneapolis",0.6064841,"I continue to commute to work",15544
"1378608831","2020-07-04 19:00:00","Complete","News","Male","65+","US-NORTHEAST-NJ",1.1828933,"I continue to commute to work",70028
"1378745935","2020-06-29 16:00:00","Complete","News","Male","45-54","US-MIDWEST-MO-Clayton",0.5922051,"Used to work from home, but now I commute",20271
"1378748512","2020-06-24 13:00:00","Complete","News","Female","45-54","US-WEST-CO",1.110445,"I continue to commute to work",13263
"1378764553","2020-06-25 00:00:00","Complete","News","Male","55-64","US-SOUTH-GA-Atlanta",0.8115425,"Used to work from home and still do",7237
"1378933319","2020-06-29 02:00:00","Complete","News","Female","25-34","US-MIDWEST-KS-KCMO",0.788347,"Used to commute, now work from home",15886
"1378978752","2020-06-24 14:00:00","Complete","News","Female","35-44","US-SOUTH-TX-League City",1.0570243,"Used to commute, now work from home",22172
"137900294","2020-07-05 20:00:00","Complete","News","Female","35-44","US-MIDWEST-OH",0.7215394,"Not working for pay before start of COVID19",13602
"1379003668","2020-06-25 21:00:00","Complete","News","Female","45-54","US-SOUTH-FL",0.9861363,"I continue to commute to work",2496
"1379054347","2020-06-24 20:00:00","Complete","News","Unknown","Unknown","US-SOUTH-KY-Louisville",0,"Used to commute, now work from home",15939
"1379095768","2020-06-26 01:00:00","Complete","News","Female","35-44","US-MIDWEST-WI",0.7215394,"I have recently been furloughed or laid-off",15394
"1379246402","2020-06-24 04:00:00","Complete","News","Female","25-34","US-MIDWEST-MN",0.788347,"I continue to commute to work",10659
"1379389478","2020-07-01 13:00:00","Complete","News","Male","65+","US-SOUTH-KY",0.8884732,"Used to commute, now work from home",9472
"1379404409","2020-06-24 02:00:00","Complete","News","Female","45-54","US-SOUTH-SC",0.9861363,"I continue to commute to work",16778
"1379424773","2020-06-25 15:00:00","Complete","News","Female","55-64","US-SOUTH-GA",0.9224678,"I have recently been furloughed or laid-off",20842
"1379483833","2020-07-03 01:00:00","Complete","News","Male","35-44","US-SOUTH-TX",0.9299189,"Used to work from home, but now I commute",23816
"1379628689","2020-06-29 01:00:00","Complete","News","Female","18-24","US-WEST-CO-Denver",2.2953855,"I continue to commute to work",4868
"1379782421","2020-06-24 17:00:00","Complete","News","Male","65+","US-NORTHEAST-PA",1.1828933,"Used to work from home and still do",41394
"1379789792","2020-06-30 21:00:00","Complete","News","Female","55-64","US-SOUTH-MS-Jackson",0.9224678,"I have recently been furloughed or laid-off",25534
